Row,Model,GLbins,Wavelength,Reconstruction,Residual
Fold1,0.872029983680546,1.30345235574056e-30,0.0026692920755028,0.0859834648292763,0.0393172594146745
Fold2,0.724360168009565,3.91640171280595e-31,0.00774781962588889,0.166924043373404,0.100967968991142
Fold3,0.84932332732242,6.50202623277068e-30,0.0119537616072064,0.0604597892003299,0.0782631218700438
Fold4,0.500571539969896,8.72534776327906e-31,0.0149296611494143,0.248771282619383,0.235727516261306
Fold5,0.694847895226839,7.2404389192224e-30,0.00759501306876485,0.152573008524187,0.144984083180209
