Row,Mean,Std,CoV
Model,0.728226582841853,0.148576364298089,0.204024911749692
GLbins,3.26201849106843e-30,3.32077418298861e-30,1.0180120658669
Wavelength,0.00897910950535544,0.00467715762260556,0.520893260051673
Reconstruction,0.142942317709316,0.0740191218807362,0.517825113422742
Residual,0.119851989943475,0.0752177550951208,0.627588704456181
