Row,Model,Wavelength,Reconstruction,Residual
original_glcm_Correlation,0.0309507689593713,0.0663922971452537,0.78886193555352,0.113794998341855
original_glcm_DifferenceAverage,0.0830739576172627,0.0281350679714575,0.0681114003811865,0.820679574030093
original_glcm_DifferenceEntropy,0.0596175984176705,0.0264529049933003,0.013762263296679,0.90016723329235
original_glcm_DifferenceVariance,0.037515354577563,0.0263172890126654,0.00872182726609484,0.927445529143677
original_glcm_Id,0.0974447598015118,0.0289483124508524,0.0732868425866616,0.800320085160974
original_glcm_Idm,0.0917636758685762,0.0286291699029796,0.0720504193647352,0.807556734863709
original_glcm_Idmn,0.0483625499253519,0.027125837142254,0.0517190353255231,0.872792577606871
original_glcm_Idn,0.0873229772668722,0.0283642617305968,0.0699625766394226,0.814350184363108
original_glcm_Imc1,0.22269533720529,0.065486224863953,0.652684232096539,0.0591342058342174
original_glcm_Imc2,0.251848794334246,0.050116413579436,0.483803976072511,0.214230816013807
original_glcm_InverseVariance,0.121945014964693,0.0305581366150516,0.0786506242671157,0.76884622415314
original_glcm_JointAverage,0.0300355590185081,0.303703145691392,0.255529746373061,0.410731548917039
original_glcm_JointEnergy,0.232168091331109,0.0447692790041184,0.299324322390423,0.42373830727435
original_glcm_JointEntropy,0.361966730127889,0.0409678633536592,0.312442380420187,0.284623026098265
original_glcm_MCC,0.0130470581205116,0.0803946074838652,0.765512186246705,0.141046148148918
original_glcm_MaximumProbability,0.201216642832526,0.0513629842578618,0.374337662294549,0.373082710615064
original_glcm_SumAverage,0.0300355590185082,0.303703145691392,0.255529746373061,0.410731548917039
original_glcm_SumEntropy,0.386413497674218,0.0443046654383939,0.320776064380349,0.248505772507039
original_glcm_SumSquares,0.231849781611205,0.0540857046621042,0.485206656638038,0.228857857088653
original_gldm_DependenceEntropy,0.36055448817898,0.0475720884828989,0.176607337322436,0.415266086015685
original_gldm_DependenceNonUniformity,0.882559819020269,0.00738644064210591,0.000750310764294583,0.109303429573331
original_gldm_DependenceNonUniformityNormalized,0.0850158208312544,0.0625735362437989,0.00214126593194789,0.850269376992999
original_gldm_DependenceVariance,0.741299648497742,0.0433372755430086,0.155657414114922,0.0597056618443276
original_gldm_GrayLevelNonUniformity,0.8980978031867,0.00532023084877372,0.056449095845366,0.0401328701191607
original_gldm_GrayLevelVariance,0.352299570091423,0.0399857668268718,0.410120624615005,0.197594038466699
original_gldm_HighGrayLevelEmphasis,0.00246619591264571,0.258121125813626,0.293615990308731,0.445796687964997
original_gldm_LargeDependenceEmphasis,0.13769423191581,0.0329567584010733,0.0944230406049463,0.73492596907817
original_gldm_LargeDependenceHighGrayLevelEmphasis,0.00105025038228262,0.354276410641754,0.240607115514108,0.404066223461855
original_gldm_LargeDependenceLowGrayLevelEmphasis,0.291814610442309,0.241806422359474,0.165026729131952,0.301352238066265
original_gldm_LowGrayLevelEmphasis,0.40819681240045,0.194770893385431,0.15055436338643,0.24647793082769
original_gldm_SmallDependenceEmphasis,0.446397654645226,0.027298932918267,0.427582806229584,0.0987206062069235
original_gldm_SmallDependenceHighGrayLevelEmphasis,0.698781043939725,0.0248397377816258,0.00245022147006691,0.273928996808582
original_gldm_SmallDependenceLowGrayLevelEmphasis,0.354345963736332,0.093822328904139,0.381177754285659,0.170653953073871
original_glrlm_GrayLevelNonUniformity,0.966185252437671,0.000809591036488571,0.0216507809306781,0.0113543755951623
original_glrlm_GrayLevelNonUniformityNormalized,0.698629910940263,0.00526653875255086,0.197717407868258,0.0983861424389285
original_glrlm_GrayLevelVariance,0.382726805176036,0.0212488059320894,0.43038802215415,0.165636366737725
original_glrlm_HighGrayLevelRunEmphasis,0.00322187272669919,0.211983676758784,0.355830675644471,0.428963774870046
original_glrlm_LongRunEmphasis,0.00459378722726935,0.0325866035215083,0.00104409451553911,0.961775514735683
original_glrlm_LongRunHighGrayLevelEmphasis,0.00499454345320189,0.292105374320776,0.123969781067193,0.578930301158829
original_glrlm_LongRunLowGrayLevelEmphasis,0.0694605739080348,0.209041826483079,0.0189168261736886,0.702580773435197
original_glrlm_LowGrayLevelRunEmphasis,0.434846533806972,0.190988398285872,0.183613502381788,0.190551565525368
original_glrlm_RunEntropy,0.0722067578909869,0.0703871202487038,0.81793460355063,0.0394715183096797
original_glrlm_RunLengthNonUniformity,0.830552102291787,0.0130077177366053,0.000200758706093061,0.156239421265515
original_glrlm_RunLengthNonUniformityNormalized,0.558460603273512,0.045192410032318,0.19996630562883,0.19638068106534
original_glrlm_RunPercentage,0.223983206108891,0.0257504713075445,0.0562212958994541,0.69404502668411
original_glrlm_RunVariance,0.000989097133205576,0.0418860173934094,0.0226594187061343,0.934465466767251
original_glrlm_ShortRunEmphasis,0.420804449210403,0.0260787331295442,0.444081801576864,0.109035016083188
original_glrlm_ShortRunHighGrayLevelEmphasis,0.236402457731018,0.116343992305178,0.127772232334331,0.519481317629472
original_glrlm_ShortRunLowGrayLevelEmphasis,0.428219381344098,0.126592548913666,0.291161818541096,0.154026251201141
original_glszm_GrayLevelNonUniformity,0.196522804833385,0.00994284854240477,0.718681800753236,0.0748525458709738
original_glszm_GrayLevelNonUniformityNormalized,0.548427143202682,0.0494308097680093,0.185414345035479,0.21672770199383
original_glszm_GrayLevelVariance,0.589946346717933,0.103979436998485,0.230543209513915,0.0755310067696666
original_glszm_HighGrayLevelZoneEmphasis,0.475189289822513,0.0414861701709779,0.329727188298478,0.153597351708031
original_glszm_LargeAreaEmphasis,0.911458254859721,0.0149754764788378,0.0455061742460141,0.0280600944154273
original_glszm_LargeAreaHighGrayLevelEmphasis,0.806049192458142,0.0812114129616633,0.0735724949789234,0.0391668996012714
original_glszm_LargeAreaLowGrayLevelEmphasis,0.925443548320745,0.0113773639888155,0.0302266207863251,0.0329524669041139
original_glszm_LowGrayLevelZoneEmphasis,0.0180908750264003,0.452001484406039,0.188366349318996,0.341541291248565
original_glszm_SizeZoneNonUniformity,0.0371629339001908,0.0112457166775668,0.866068092371389,0.0855232570508531
original_glszm_SizeZoneNonUniformityNormalized,0.109071080036757,0.0019390792288197,0.781740826337007,0.107249014397416
original_glszm_SmallAreaEmphasis,0.0955946266518368,0.00302943283642809,0.801784957897428,0.0995909826143075
original_glszm_SmallAreaHighGrayLevelEmphasis,0.789733805180122,0.0184799982205311,0.0416068342986416,0.150179362300705
original_glszm_SmallAreaLowGrayLevelEmphasis,0.0524223139337542,0.112458687181736,0.635814865494704,0.199304133389806
original_glszm_ZoneEntropy,0.00445404727457021,0.0324500952006287,0.915050171065322,0.0480456864594792
original_glszm_ZonePercentage,0.358518574682623,0.0434684907991081,0.533457240769564,0.0645556937487051
original_glszm_ZoneVariance,0.913965306255698,0.0145980945146228,0.0435661998186742,0.0278703994110052
original_ngtdm_Busyness,0.78888145488187,0.0593240182662296,0.0422423261014819,0.109552200750418
original_ngtdm_Coarseness,0.912603224094967,0.00213209057703948,0.0113029235745708,0.0739617617534228
original_ngtdm_Complexity,0.352266187062236,0.0558915805560867,0.0416147209043311,0.550227511477347
original_ngtdm_Contrast,0.45491275838909,0.0277242819648884,0.29824344589878,0.219119513747241
original_ngtdm_Strength,0.609862413486745,0.0838877108690592,0.0245358818707739,0.281713993773422
