Row,Model,GLbins,Wavelength,Reconstruction,Residual
Fold1,0.905700154298003,1.31476203056892e-31,0.011063278171877,0.0539719861155385,0.0292645814145813
Fold2,0.842997688729279,5.66966570219237e-30,0.0226962042745957,0.0829720904159157,0.0513340165802098
Fold3,0.906289629576219,1.42774018517694e-31,0.0261151376809947,0.0348704406502054,0.0327247920925814
Fold4,0.785528602983229,1.17264552604002e-30,0.0310265693365681,0.100358532661465,0.0830862950187383
Fold5,0.864417059674208,2.25176831404729e-30,0.0195669073415059,0.0628735790719877,0.0531424539122989
